0,2974,0.48,38335
1,13998,2.27,27309
2,22441,4.72,18864
3,19017,3.57,22289
4,25553,6.53,15750
5,2845,0.48,38464
6,3153,0.48,38156
7,33991,18.35,7300
8,2634,0.31,38675
9,6848,1.05,34460
10,20336,3.84,20970
11,30612,11.61,10686
12,16681,2.82,24626
13,7220,1.07,34088
14,26070,6.92,15232
15,20196,3.83,21110
16,31877,13.39,9419
17,23436,5.14,17868
18,19072,3.41,22234
19,12558,1.96,28749
20,9322,1.38,31986
21,28322,8.89,12979
22,8900,1.38,32408
23,33994,18.33,7297
24,12032,1.83,29275
25,27466,8.02,13835
26,9950,1.55,31358
27,9063,1.37,32245
28,10425,1.64,30883
29,10109,1.59,31199
30,29605,10.42,11694
31,3738,0.61,37571
32,21811,4.54,19494
33,7320,1.07,33988
34,27700,8.27,13601
35,11979,1.84,29328
36,12397,1.87,28910
37,4217,0.67,37092
38,14681,2.39,26626
39,3244,0.56,38065
