0,35004,20.32,6285
1,30327,7.30,10975
2,31510,9.51,9790
3,31612,9.44,9688
4,37404,36.02,3870
5,35922,22.70,5365
6,38710,58.60,2541
7,27257,3.86,14048
8,26818,2.79,14489
9,38116,47.65,3146
10,37161,33.38,4115
11,27855,4.43,13450
12,37418,37.45,3854
13,34892,17.17,6400
14,30504,7.62,10798
15,36309,25.45,4975
16,29613,6.43,11690
17,32494,11.06,8804
18,33870,14.75,7425
19,29602,6.42,11701
20,37961,44.01,3305
21,37663,43.49,3603
22,33549,13.68,7747
23,27945,5.00,13359
24,37346,34.54,3929
25,27852,4.54,13453
26,31506,8.57,9795
27,29318,6.15,11985
28,28820,5.30,12484
29,32315,10.42,8984
30,37134,34.34,4141
31,28804,5.28,12500
32,32305,10.70,8994
33,29036,5.83,12268
34,26027,0.87,15281
35,34858,18.02,6433
36,37917,42.22,3350
37,37602,39.48,3668
38,27133,3.55,14173
39,27581,4.00,13724
