0,19699,11.31,3
1,30247,7.11,1
2,30246,8.95,1
3,30246,8.84,1
4,12934,12.38,6
5,16775,10.51,4
6,9627,14.53,9
7,41304,5.61,0
8,41305,4.10,0
9,10524,13.10,8
10,14605,13.04,5
11,41303,6.33,0
12,12934,12.88,6
13,19700,9.60,3
14,30247,7.37,1
15,16774,11.68,4
16,30248,6.37,1
17,23860,7.97,2
18,23859,10.26,2
19,30248,6.37,1
20,11605,13.39,7
21,11605,13.33,7
22,23859,9.59,2
23,30249,5.21,1
24,14605,13.42,5
25,30249,4.74,1
26,30247,8.05,1
27,30248,6.16,1
28,30249,5.37,1
29,23860,7.56,2
30,14605,13.42,5
31,30249,5.37,1
32,23860,7.77,2
33,30248,5.90,1
34,41308,1.29,0
35,19699,10.08,3
36,11605,12.87,7
37,12933,13.51,6
38,41304,5.18,0
39,41304,5.75,0
