0,30247,6.84,1
1,30247,7.11,1
2,14605,12.81,5
3,14605,13.22,5
4,16774,11.91,4
5,30247,6.95,1
6,23860,8.22,2
7,10524,13.57,8
8,9627,13.82,9
9,23860,8.64,2
10,23860,8.22,2
11,16774,12.14,4
12,10524,14.10,8
13,9627,14.38,9
14,30247,7.00,1
15,14606,11.90,5
16,11605,12.93,7
17,30249,4.79,1
18,11605,12.93,7
19,41305,4.74,0
20,10524,13.57,8
21,16774,12.52,4
22,9627,14.53,9
23,19699,11.31,3
24,23860,7.56,2
25,41304,5.39,0
26,23859,10.38,2
27,11605,13.86,7
28,23860,8.72,2
29,14606,11.59,5
30,16774,12.61,4
31,14606,12.10,5
32,30249,5.37,1
33,11605,13.13,7
34,11605,13.13,7
35,23859,9.14,2
36,41305,4.74,0
37,41305,3.88,0
38,8225,14.43,11
39,30249,4.74,1
