0,9728,1.33,31580
1,29608,9.96,11691
2,20557,3.96,20748
3,33513,17.04,7779
4,19843,3.75,21463
5,5124,0.60,36185
6,5936,0.80,35373
7,11862,1.74,29446
8,15095,2.40,26212
9,25956,6.72,15347
10,21617,4.39,19688
11,6045,0.86,35263
12,22826,4.87,18478
13,7055,1.00,34253
14,31936,13.74,9360
15,7607,1.07,33701
16,21220,4.33,20085
17,34328,20.02,6961
18,35052,22.51,6235
19,6675,0.96,34633
20,28653,9.25,12647
21,5142,0.68,36167
22,14650,2.20,26657
23,14304,2.17,27003
24,12672,1.86,28635
25,5890,0.81,35419
26,14379,2.17,26928
27,32671,15.51,8623
28,14514,2.28,26793
29,25211,6.33,16092
30,21822,4.59,19483
31,22742,4.86,18562
32,20572,3.96,20733
33,32494,14.58,8801
34,18636,3.32,22670
35,5431,0.71,35878
36,11583,1.66,29725
37,27663,8.23,13638
38,8372,1.18,32936
39,21196,4.20,20109
