0,18755,3.00,22551
1,22614,4.49,18691
2,29315,9.29,11985
3,35274,24.24,6011
4,33464,17.41,7828
5,19505,3.19,21801
6,21250,3.93,20055
7,36613,33.74,4663
8,36586,33.71,4690
9,10797,0.88,30511
10,14229,1.54,27079
11,16331,2.34,24976
12,23912,5.06,17392
13,27890,9.87,13410
14,17465,2.54,23842
15,32453,14.80,8842
16,14353,1.75,26955
17,22403,4.39,18902
18,15941,2.09,25366
19,17672,2.63,23635
20,18975,3.03,22331
21,33299,16.50,7994
22,34809,21.93,6479
23,19395,3.15,21911
24,15655,2.08,25652
25,34165,19.10,7125
26,24952,5.49,16352
27,11299,1.33,30009
28,12923,1.18,28385
29,24181,5.28,17123
30,35518,26.26,5765
31,16011,2.21,25296
32,25375,5.91,15928
33,36568,31.49,4710
34,14244,1.68,27064
35,27329,7.42,13973
36,17729,3.10,23577
37,34454,20.37,6835
38,18223,2.83,23084
39,12620,1.14,28688
