0,17723,2.57,23584
1,37082,35.65,4192
2,33730,18.89,7561
3,11149,1.38,30159
4,15963,2.04,25344
5,19088,2.77,22219
6,33412,17.38,7880
7,17115,2.41,24192
8,28663,8.80,12638
9,35075,22.76,6212
10,14790,2.32,26517
11,29411,9.52,11889
12,27254,7.00,14048
13,33675,17.51,7617
14,31697,12.47,9600
15,9709,1.07,31599
16,33150,16.72,8143
17,13555,1.54,27753
18,13973,1.67,27335
19,34645,21.08,6643
20,18612,2.73,22695
21,14119,1.66,27189
22,29071,8.75,12230
23,22102,4.00,19203
24,30448,11.06,10850
25,31442,13.05,9854
26,32679,15.71,8615
27,14250,2.49,27057
28,34137,19.89,7153
29,12252,1.06,29056
30,14569,1.84,26738
31,23837,4.77,17468
32,22213,4.07,19092
33,26497,6.65,14806
34,12537,1.27,28771
35,28915,8.71,12386
36,12998,1.42,28310
37,21057,3.51,20249
38,29734,10.25,11565
39,14556,1.80,26752
