0,38782,44.77,2483
1,39588,97.03,1625
2,38660,45.77,2604
3,39377,65.13,1868
4,37164,13.21,4132
5,38721,45.58,2543
6,37842,25.06,3442
7,38837,52.06,2421
8,38212,34.60,3063
9,38500,39.43,2770
10,39458,90.68,1761
11,37219,16.35,4074
12,36877,9.84,4423
13,37720,28.38,3561
14,38289,33.81,2987
15,36984,13.53,4312
16,38573,30.83,2706
17,39128,63.77,2118
18,39359,75.74,1875
19,36691,10.36,4608
20,39625,86.92,1598
21,38366,36.47,2907
22,36511,6.24,4792
23,38216,31.61,3062
24,38799,44.79,2466
25,39150,61.07,2099
26,37749,22.55,3538
27,38123,27.09,3159
28,38796,48.77,2465
29,39499,83.20,1728
30,38383,40.91,2886
31,39150,60.73,2099
32,39907,102.13,1301
33,36291,5.57,5013
34,40014,122.23,1174
35,39028,56.07,2226
36,37640,21.32,3648
37,40003,123.13,1184
38,39990,120.37,1200
39,36610,6.26,4693
