0,41304,5.39,0
1,41302,7.19,0
2,30246,9.00,1
3,23856,15.99,2
4,30241,15.21,1
5,41304,5.61,0
6,41303,6.54,0
7,19696,17.83,3
8,19696,17.83,3
9,41307,2.01,0
10,41306,3.16,0
11,41305,4.53,0
12,41302,7.76,0
13,30245,9.95,1
14,41305,4.74,0
15,30243,13.26,1
16,41306,3.59,0
17,41302,7.04,0
18,41305,4.10,0
19,41305,4.89,0
20,41304,5.39,0
21,30242,14.47,1
22,23856,14.61,2
23,41304,5.53,0
24,41305,4.10,0
25,30241,16.42,1
26,41301,8.19,0
27,41306,3.02,0
28,41307,2.52,0
29,41301,8.05,0
30,23855,17.27,2
31,41305,4.31,0
32,41301,8.70,0
33,23853,20.18,2
34,41306,3.45,0
35,41299,10.35,0
36,41304,5.82,0
37,30240,17.37,1
38,41304,5.18,0
39,41307,2.44,0
