0,30244,11.63,1
1,30243,13.69,1
2,7664,28.89,12
3,16770,21.28,4
4,30243,12.32,1
5,23857,14.20,2
6,14601,25.11,5
7,30245,10.11,1
8,12930,25.32,6
9,12930,25.32,6
10,30245,10.74,1
11,23854,17.93,2
12,10521,25.05,8
13,41300,8.98,0
14,7664,28.17,12
15,23856,15.53,2
16,30244,12.00,1
17,41299,10.78,0
18,14602,24.19,5
19,30240,16.84,1
20,12930,23.52,6
21,23854,17.93,2
22,30243,13.16,1
23,30243,13.26,1
24,10521,26.09,8
25,23856,15.94,2
26,23854,18.68,2
27,6748,29.46,14
28,23856,15.53,2
29,19696,17.59,3
30,19694,20.98,3
31,12930,25.74,6
32,23853,19.76,2
33,19696,18.10,3
34,9624,26.26,9
35,19696,17.59,3
36,23856,15.69,2
37,19695,19.81,3
38,23854,17.93,2
39,41300,9.20,0
