0,19693,22.72,3
1,10521,25.78,8
2,19693,23.31,3
3,14602,24.14,5
4,30245,10.74,1
5,19693,23.17,3
6,23856,15.78,2
7,16770,22.47,4
8,19696,17.83,3
9,19695,20.16,3
10,11601,26.65,7
11,30243,13.26,1
12,41298,11.00,0
13,23854,17.93,2
14,23853,21.05,2
15,30244,11.05,1
16,23854,19.06,2
17,14602,23.79,5
18,12930,24.87,6
19,41298,11.64,0
20,11602,25.44,7
21,19695,18.72,3
22,41302,7.04,0
23,23853,19.72,2
24,19693,22.72,3
25,14602,22.77,5
26,23857,14.24,2
27,23855,16.94,2
28,16770,21.07,4
29,11602,24.43,7
30,19694,20.98,3
31,14602,22.64,5
32,10521,26.92,8
33,41303,6.33,0
34,8868,27.09,10
35,16769,24.08,4
36,30240,17.10,1
37,8868,27.29,10
38,8868,26.69,10
39,41302,7.04,0
