0,177.71519999999998,18044,,,136.70399999999998,18044
1,177.71519999999998,10225,,,136.70399999999998,10225
2,177.71519999999998,7669,,,136.70399999999998,7669
3,177.71519999999998,43007,,,136.70399999999998,43007
4,177.71519999999998,24811,,,136.70399999999998,24811
5,177.71519999999998,35187,,,136.70399999999998,35187
6,177.71519999999998,18947,,,136.70399999999998,18947
7,177.71519999999998,1503,,,136.70399999999998,1503
8,177.71519999999998,16841,,,136.70399999999998,16841
9,177.71519999999998,5413,,,136.70399999999998,5413



 utilization without safty guard is : ,0.18288604884010906
 utilization after adding safety guard is : ,0.2377518634921418 
 new utilization after sysnchronization is : ,0.36361606857703166
