0,205.05599999999998,1503,,,136.70399999999998,1503
1,205.05599999999998,11428,,,136.70399999999998,11428
2,205.05599999999998,13684,,,136.70399999999998,13684
3,205.05599999999998,9924,,,136.70399999999998,9924
4,205.05599999999998,4210,,,136.70399999999998,4210
5,205.05599999999998,1954,,,136.70399999999998,1954
6,205.05599999999998,7669,,,136.70399999999998,7669
7,205.05599999999998,1804,,,136.70399999999998,1804
8,205.05599999999998,2105,,,136.70399999999998,2105
9,205.05599999999998,22105,,,136.70399999999998,22105
10,205.05599999999998,4060,,,136.70399999999998,4060
11,205.05599999999998,19247,,,136.70399999999998,19247
12,205.05599999999998,15037,,,136.70399999999998,15037
13,205.05599999999998,9022,,,136.70399999999998,9022
14,205.05599999999998,4511,,,136.70399999999998,4511
15,205.05599999999998,19247,,,136.70399999999998,19247
16,205.05599999999998,23458,,,136.70399999999998,23458
17,205.05599999999998,19548,,,136.70399999999998,19548
18,205.05599999999998,2255,,,136.70399999999998,2255
19,205.05599999999998,3007,,,136.70399999999998,3007



 utilization without safty guard is : ,0.6151740420042567
 utilization after adding safety guard is : ,0.9227610630063854 
 new utilization after sysnchronization is : ,1.261452389503111
