0,205.05599999999998,8120,,,136.70399999999998,8120
1,205.05599999999998,3007,,,136.70399999999998,3007
2,205.05599999999998,9022,,,136.70399999999998,9022
3,205.05599999999998,4962,,,136.70399999999998,4962
4,205.05599999999998,3608,,,136.70399999999998,3608
5,205.05599999999998,2255,,,136.70399999999998,2255
6,205.05599999999998,1804,,,136.70399999999998,1804
7,205.05599999999998,5263,,,136.70399999999998,5263
8,205.05599999999998,11278,,,136.70399999999998,11278
9,205.05599999999998,4210,,,136.70399999999998,4210
10,205.05599999999998,2255,,,136.70399999999998,2255
11,205.05599999999998,9623,,,136.70399999999998,9623
12,205.05599999999998,9924,,,136.70399999999998,9924
13,205.05599999999998,7819,,,136.70399999999998,7819
14,205.05599999999998,22105,,,136.70399999999998,22105
15,205.05599999999998,4811,,,136.70399999999998,4811
16,205.05599999999998,3308,,,136.70399999999998,3308
17,205.05599999999998,1052,,,136.70399999999998,1052
18,205.05599999999998,2405,,,136.70399999999998,2405
19,205.05599999999998,1503,,,136.70399999999998,1503



 utilization without safty guard is : ,0.8096111187385946
 utilization after adding safety guard is : ,1.2144166781078918 
 new utilization after sysnchronization is : ,1.6601576311212753
