0,205.05599999999998,4811,,,136.70399999999998,4811
1,205.05599999999998,11729,,,136.70399999999998,11729
2,205.05599999999998,4210,,,136.70399999999998,4210
3,205.05599999999998,3157,,,136.70399999999998,3157
4,205.05599999999998,11729,,,136.70399999999998,11729
5,205.05599999999998,1954,,,136.70399999999998,1954
6,205.05599999999998,7217,,,136.70399999999998,7217
7,205.05599999999998,10826,,,136.70399999999998,10826
8,205.05599999999998,7669,,,136.70399999999998,7669
9,205.05599999999998,7518,,,136.70399999999998,7518



 utilization without safty guard is : ,0.26503795488809334
 utilization after adding safety guard is : ,0.39755693233214 
 new utilization after sysnchronization is : ,0.5434767052480566
