0,35331,21.82,5957
1,25919,3.25,15387
2,35773,23.88,5513
3,38427,51.72,2831
4,36609,29.67,4671
5,31629,8.29,9672
6,28783,5.46,12521
7,25720,1.90,15587
8,36843,31.66,4435
9,32445,10.76,8854
10,38433,54.80,2822
11,32925,11.90,8373
12,36159,23.79,5127
13,31267,8.20,10034
14,30942,8.12,10359
15,37395,37.82,3877
16,35630,22.60,5657
17,27568,4.51,13737
18,26704,3.81,14602
19,30026,7.10,11276
20,26984,3.85,14321
21,37844,38.91,3427
22,37186,31.93,4092
23,37767,39.65,3503
24,31516,9.27,9784
25,33678,13.92,7618
26,37747,39.98,3523
27,25303,2.58,16004
28,35246,21.26,6042
29,28860,5.83,12444
30,34977,18.49,6314
31,26777,3.91,14528
32,34305,15.42,6989
33,30493,7.37,10809
34,25653,1.91,15654
35,26216,3.04,15090
36,37411,37.15,3861
37,28481,5.35,12823
38,36904,32.01,4374
39,26190,3.03,15116
