0,7180,12.25,13
1,16775,9.11,4
2,16775,9.63,4
3,14606,10.57,5
4,4073,13.61,25
5,4969,12.97,20
6,11605,11.88,7
7,3451,13.62,30
8,3451,13.51,30
9,16775,9.20,4
10,4390,13.21,23
11,16775,9.11,4
12,3799,13.41,27
13,3161,13.80,33
14,6370,12.97,15
15,1575,14.26,69
16,2994,13.68,35
17,14606,9.96,5
18,10524,11.45,8
19,6370,12.97,15
20,12934,11.71,6
21,12934,10.54,6
22,16775,9.34,4
23,3252,13.76,32
24,2525,14.03,42
25,4073,13.55,25
26,14606,10.80,5
27,7180,12.18,13
28,8226,12.37,11
29,2064,14.08,52
30,7667,12.49,12
31,4760,13.38,21
32,4073,13.65,25
33,8872,11.58,10
34,3799,13.75,27
35,1668,14.27,65
36,14607,9.53,5
37,4969,13.23,20
38,3676,13.86,28
39,10524,11.91,8
