0,177.71519999999998,49623,,,136.70399999999998,49623
1,177.71519999999998,20300,,,136.70399999999998,20300
2,177.71519999999998,25563,,,136.70399999999998,25563
3,177.71519999999998,25262,,,136.70399999999998,25262
4,177.71519999999998,82705,,,136.70399999999998,82705
5,177.71519999999998,54134,,,136.70399999999998,54134
6,177.71519999999998,130374,,,136.70399999999998,130374
7,177.71519999999998,11729,,,136.70399999999998,11729
8,177.71519999999998,8571,,,136.70399999999998,8571
9,177.71519999999998,107517,,,136.70399999999998,107517
10,177.71519999999998,77142,,,136.70399999999998,77142
11,177.71519999999998,13232,,,136.70399999999998,13232
12,177.71519999999998,86014,,,136.70399999999998,86014
13,177.71519999999998,42104,,,136.70399999999998,42104
14,177.71519999999998,21052,,,136.70399999999998,21052
15,177.71519999999998,60149,,,136.70399999999998,60149
16,177.71519999999998,18195,,,136.70399999999998,18195
17,177.71519999999998,28871,,,136.70399999999998,28871
18,177.71519999999998,37142,,,136.70399999999998,37142
19,177.71519999999998,18195,,,136.70399999999998,18195
20,177.71519999999998,99698,,,136.70399999999998,99698
21,177.71519999999998,99247,,,136.70399999999998,99247
22,177.71519999999998,34736,,,136.70399999999998,34736
23,177.71519999999998,14887,,,136.70399999999998,14887
24,177.71519999999998,79397,,,136.70399999999998,79397
25,177.71519999999998,13533,,,136.70399999999998,13533
26,177.71519999999998,23007,,,136.70399999999998,23007
27,177.71519999999998,17593,,,136.70399999999998,17593
28,177.71519999999998,15338,,,136.70399999999998,15338
29,177.71519999999998,27368,,,136.70399999999998,27368
30,177.71519999999998,79397,,,136.70399999999998,79397
31,177.71519999999998,15338,,,136.70399999999998,15338
32,177.71519999999998,28120,,,136.70399999999998,28120
33,177.71519999999998,16841,,,136.70399999999998,16841
34,177.71519999999998,2706,,,136.70399999999998,2706
35,177.71519999999998,44210,,,136.70399999999998,44210
36,177.71519999999998,95788,,,136.70399999999998,95788
37,177.71519999999998,90224,,,136.70399999999998,90224
38,177.71519999999998,10826,,,136.70399999999998,10826
39,177.71519999999998,12029,,,136.70399999999998,12029



 utilization without safty guard is : ,0.2629680654577025
 utilization after adding safety guard is : ,0.3418584850950133 
 new utilization after sysnchronization is : ,0.6475696807397615
