0,205.05599999999998,13684,,,136.70399999999998,13684
1,205.05599999999998,86615,,,136.70399999999998,86615
2,205.05599999999998,56240,,,136.70399999999998,56240
3,205.05599999999998,12631,,,136.70399999999998,12631
4,205.05599999999998,4811,,,136.70399999999998,4811
5,205.05599999999998,26315,,,136.70399999999998,26315
6,205.05599999999998,39097,,,136.70399999999998,39097
7,205.05599999999998,8120,,,136.70399999999998,8120
8,205.05599999999998,7217,,,136.70399999999998,7217
9,205.05599999999998,10225,,,136.70399999999998,10225
10,205.05599999999998,10826,,,136.70399999999998,10826
11,205.05599999999998,17142,,,136.70399999999998,17142
12,205.05599999999998,15037,,,136.70399999999998,15037
13,205.05599999999998,42104,,,136.70399999999998,42104
14,205.05599999999998,36841,,,136.70399999999998,36841
15,205.05599999999998,9473,,,136.70399999999998,9473
16,205.05599999999998,54585,,,136.70399999999998,54585
17,205.05599999999998,24360,,,136.70399999999998,24360
18,205.05599999999998,36841,,,136.70399999999998,36841
19,205.05599999999998,16841,,,136.70399999999998,16841
20,205.05599999999998,2405,,,136.70399999999998,2405
21,205.05599999999998,67668,,,136.70399999999998,67668
22,205.05599999999998,13232,,,136.70399999999998,13232
23,205.05599999999998,6616,,,136.70399999999998,6616
24,205.05599999999998,21653,,,136.70399999999998,21653
25,205.05599999999998,25714,,,136.70399999999998,25714
26,205.05599999999998,44210,,,136.70399999999998,44210
27,205.05599999999998,41352,,,136.70399999999998,41352
28,205.05599999999998,53683,,,136.70399999999998,53683
29,205.05599999999998,20450,,,136.70399999999998,20450
30,205.05599999999998,25714,,,136.70399999999998,25714
31,205.05599999999998,18044,,,136.70399999999998,18044
32,205.05599999999998,19548,,,136.70399999999998,19548
33,205.05599999999998,10826,,,136.70399999999998,10826
34,205.05599999999998,86014,,,136.70399999999998,86014
35,205.05599999999998,3608,,,136.70399999999998,3608
36,205.05599999999998,27067,,,136.70399999999998,27067
37,205.05599999999998,17593,,,136.70399999999998,17593
38,205.05599999999998,46014,,,136.70399999999998,46014
39,205.05599999999998,3157,,,136.70399999999998,3157



 utilization without safty guard is : ,0.4303013249690004
 utilization after adding safety guard is : ,0.645451987453501 
 new utilization after sysnchronization is : ,0.9225054967682683
