0,33467,16.78,7826
1,4442,0.88,36866
2,8509,1.35,32799
3,4891,0.95,36417
4,31974,13.45,9322
5,21501,4.47,19804
6,6319,1.12,34989
7,2822,0.57,38487
8,20072,3.94,21233
9,26945,7.51,14357
10,12709,2.25,28598
11,4152,0.82,37157
12,28877,9.38,12423
13,26347,7.00,14955
14,16167,2.79,25140
15,9393,1.51,31915
16,26673,7.27,14629
17,10018,1.60,31290
18,29212,9.74,12088
19,9662,1.56,31646
20,16911,2.97,24395
21,18996,3.57,22310
22,8525,1.38,32783
23,19629,3.85,21676
24,21389,4.50,19916
25,22553,4.89,18751
26,5142,0.95,36166
27,20179,3.84,21127
28,4992,0.95,36316
29,5116,0.98,36192
30,2653,0.33,38656
31,15419,2.58,25888
32,24074,5.68,17230
33,3520,0.73,37789
34,14041,2.29,27266
35,6724,1.16,34584
36,2844,0.58,38465
37,16983,3.43,24323
38,2973,0.60,38336
39,2784,0.55,38525
