0,40465,220.10,626
1,39706,52.87,1551
2,39935,125.11,1250
3,39916,90.32,1304
4,39607,64.53,1638
5,38834,17.57,2458
6,40068,135.16,1107
7,40285,141.35,884
8,38787,13.77,2509
9,39839,79.05,1392
10,39762,76.48,1471
11,39328,52.37,1929
12,40398,174.02,739
13,40295,179.89,836
14,39858,87.41,1365
15,39228,28.41,2053
16,39728,80.91,1501
17,39073,32.38,2204
18,40104,111.68,1095
19,39719,59.94,1531
20,40152,122.31,1036
21,39082,24.76,2203
22,40293,157.80,860
23,39466,46.17,1798
24,39875,86.75,1348
25,40263,234.35,814
26,39757,64.42,1488
27,40319,199.99,792
28,38915,28.18,2366
29,39370,39.48,1900
30,40418,189.09,704
31,39400,50.82,1859
32,40398,227.11,686
33,39613,64.19,1633
34,39336,53.68,1920
35,40064,108.78,1137
36,39302,39.55,1968
37,38882,27.08,2400
38,39478,58.97,1773
39,39149,26.24,2134
