0,25509,5.66,15795
1,27448,9.74,13852
2,6187,0.57,35122
3,23559,4.71,17746
4,27310,7.09,13992
5,24004,4.87,17300
6,23304,4.65,18001
7,34853,21.44,6435
8,28371,8.03,12930
9,20297,3.36,21009
10,27085,7.05,14217
11,9579,1.19,31729
12,20201,3.31,21105
13,9556,1.14,31752
14,36078,27.31,5204
15,21775,4.74,19530
16,33319,16.40,7974
17,12073,1.52,29235
18,9439,1.12,31869
19,12932,1.69,28376
20,12150,1.52,29158
21,13322,1.75,27986
22,5646,0.46,35663
23,33591,16.99,7701
24,9479,1.13,31829
25,35289,22.53,5998
26,34901,21.45,6387
27,31276,11.75,10022
28,32671,14.56,8624
29,7481,0.83,33827
30,12794,1.66,28514
31,34738,20.57,6551
32,9572,1.19,31736
33,7338,0.84,33970
34,29645,9.91,11654
35,33860,18.13,7431
36,9872,1.26,31436
37,20617,3.41,20689
38,35689,25.77,5595
39,5659,0.48,35650
