0,4390,15.59,23
1,8225,14.17,11
2,23860,8.72,2
3,2643,16.56,40
4,8225,15.12,11
5,5724,15.34,17
6,2773,16.56,38
7,10524,14.36,8
8,8225,14.96,11
9,8225,14.66,11
10,5448,15.36,18
11,9627,13.40,9
12,10524,13.33,8
13,12934,13.01,6
14,12934,12.83,6
15,23859,10.26,2
16,6370,15.52,15
17,16775,10.95,4
18,8871,13.65,10
19,7180,14.87,13
20,9627,14.48,9
21,5448,15.17,18
22,16775,10.63,4
23,3799,15.88,27
24,7180,14.78,13
25,2773,16.25,38
26,10524,13.74,8
27,2773,16.42,38
28,14605,12.89,5
29,6030,15.01,16
30,6370,15.57,15
31,10524,14.36,8
32,2707,16.34,39
33,3675,16.04,28
34,6751,15.04,14
35,9627,13.40,9
36,19699,11.76,3
37,12933,13.51,6
38,4225,16.16,24
39,16774,11.09,4
