0,41305,4.74,0
1,12934,12.25,6
2,19699,10.70,3
3,41306,3.16,0
4,41305,3.95,0
5,41304,4.89,0
6,19700,9.91,3
7,41305,4.53,0
8,30246,8.69,1
9,16775,10.63,4
10,41305,4.74,0
11,30246,9.21,1
12,30247,7.16,1
13,19700,9.91,3
14,23860,8.97,2
15,41307,2.59,0
16,19700,9.60,3
17,41306,3.23,0
18,41306,3.45,0
19,19699,11.66,3
20,41304,4.89,0
21,41306,3.45,0
22,30246,8.53,1
23,30249,4.74,1
24,23860,8.22,2
25,23859,9.47,2
26,19700,9.12,3
27,41304,5.18,0
28,19699,11.14,3
29,41307,2.30,0
30,41306,3.74,0
31,30249,5.37,1
32,30249,4.79,1
33,30247,6.95,1
34,41307,2.73,0
35,30246,8.53,1
36,41306,3.02,0
37,41304,5.82,0
38,23860,7.77,2
39,41306,3.67,0
