0,30246,8.21,1
1,23860,7.56,2
2,23859,9.72,2
3,30246,8.69,1
4,30246,8.21,1
5,41306,2.88,0
6,41306,3.74,0
7,41307,2.44,0
8,41307,2.52,0
9,41304,5.18,0
10,19699,10.70,3
11,41306,3.23,0
12,41304,5.61,0
13,30248,5.53,1
14,41309,0.79,0
15,41303,6.33,0
16,19699,10.49,3
17,41308,1.08,0
18,41306,3.23,0
19,41308,1.80,0
20,30246,8.53,1
21,19699,11.52,3
22,41306,3.16,0
23,41308,1.44,0
24,30247,7.11,1
25,16774,12.14,4
26,30248,6.74,1
27,41303,6.33,0
28,30247,7.11,1
29,30248,6.58,1
30,30246,9.21,1
31,23860,8.47,2
32,23860,7.97,2
33,41306,3.45,0
34,23859,9.18,2
35,30249,5.37,1
36,30247,7.74,1
37,23860,8.72,2
38,41307,2.01,0
39,41306,3.02,0
