0,30243,12.90,1
1,23855,16.57,2
2,16770,21.45,4
3,30245,10.42,1
4,23853,20.09,2
5,41301,8.70,0
6,30243,12.32,1
7,30243,13.00,1
8,12930,24.87,6
9,16771,21.02,4
10,19696,17.83,3
11,30244,11.05,1
12,30244,11.58,1
13,30241,15.79,1
14,19695,18.72,3
15,19695,19.61,3
16,30241,16.42,1
17,41303,6.83,0
18,30243,13.69,1
19,41302,7.76,0
20,41302,7.33,0
21,30245,10.42,1
22,41300,9.70,0
23,11602,25.20,7
24,30243,13.00,1
25,41299,10.06,0
26,41303,6.54,0
27,14601,24.40,5
28,41301,8.19,0
29,30245,10.53,1
30,30245,10.11,1
31,16770,21.63,4
32,41303,6.11,0
33,30242,14.21,1
34,41300,9.78,0
35,41301,8.70,0
36,41303,6.54,0
37,30242,14.32,1
38,23854,17.93,2
39,30243,13.47,1
