0,19696,18.10,3
1,11602,24.43,7
2,30240,16.84,1
3,23853,19.76,2
4,11602,24.55,7
5,23857,14.24,2
6,14602,23.79,5
7,16769,23.90,4
8,16770,23.35,4
9,41302,7.33,0
10,7177,27.77,13
11,30244,12.00,1
12,41300,9.20,0
13,11602,25.20,7
14,19695,20.16,3
15,23856,14.82,2
16,30240,16.84,1
17,23857,14.20,2
18,19694,20.84,3
19,19696,17.83,3
20,23856,14.82,2
21,6748,29.31,14
22,12930,25.65,6
23,19695,18.65,3
24,41298,11.21,0
25,16770,21.89,4
26,23853,20.09,2
27,19695,20.16,3
28,23855,17.27,2
29,30241,15.47,1
30,19695,18.72,3
31,23856,14.82,2
32,41299,10.57,0
33,23853,20.18,2
34,30244,11.37,1
35,9624,26.38,9
36,23855,16.94,2
37,14602,22.87,5
38,30245,10.53,1
39,23853,20.34,2
