0,39755,67.81,1487
1,39257,21.32,2031
2,38849,22.32,2438
3,39120,28.33,2161
4,40164,134.23,1012
5,40118,104.73,1087
6,39095,40.02,2175
7,40362,159.33,789
8,40349,158.01,804
9,38845,21.30,2443
10,40085,120.63,1105
11,38957,21.16,2331
12,40178,141.83,991
13,40418,176.43,716
14,40087,81.64,1141
15,40565,367.27,380
16,40394,184.56,732
17,39010,26.62,2273
18,39230,42.67,2037
19,40105,81.67,1123
20,39314,35.58,1960
21,39327,32.04,1951
22,39041,21.75,2247
23,40380,170.93,760
24,40504,225.03,582
25,40155,133.56,1022
26,38961,28.83,2320
27,39869,67.66,1373
28,39845,59.93,1405
29,40331,275.18,706
30,39966,65.11,1279
31,40200,113.00,997
32,40207,134.71,969
33,39534,51.61,1724
34,40248,145.64,917
35,40600,347.25,365
36,38757,25.30,2527
37,40150,106.91,1053
38,40349,152.11,810
39,39564,44.76,1701
