0,40150,142.58,1018
1,39365,67.83,1877
2,38936,14.23,2359
3,40541,254.03,516
4,39665,72.91,1572
5,39976,107.16,1227
6,40524,242.06,545
7,39371,53.73,1885
8,39420,71.71,1818
9,39458,70.35,1782
10,40082,113.02,1115
11,39883,55.53,1371
12,39298,49.80,1962
13,39167,39.41,2103
14,39097,38.79,2174
15,38918,16.74,2375
16,40029,97.54,1184
17,39101,25.52,2183
18,39594,60.93,1655
19,39823,82.49,1405
20,39685,59.68,1565
21,40180,111.89,1018
22,39204,24.84,2081
23,40271,168.29,871
24,39947,82.25,1281
25,40497,237.25,577
26,39506,51.58,1752
27,40527,239.97,544
28,39136,34.54,2139
29,39902,99.32,1309
30,40030,97.82,1182
31,39485,53.88,1771
32,40399,243.86,669
33,40260,175.75,875
34,40015,89.15,1206
35,39323,54.76,1932
36,38920,23.24,2366
37,39520,41.27,1748
38,40312,154.15,844
39,38983,25.79,2301
